-89.0,-79.0,-77.0,-85.0,1.6,10.5
-89.0,-80.0,-77.0,-86.0,1.6,10.5
-89.0,-79.0,-77.0,-85.0,1.6,10.5
-89.0,-79.0,-77.0,-85.0,1.6,10.5
-89.0,-79.0,-77.0,-85.0,1.6,10.5
-89.0,-78.0,-77.0,-85.0,1.6,10.5
-89.0,-79.0,-77.0,-85.0,1.6,10.5
-89.0,-79.0,-77.0,-86.0,1.6,10.5
-89.0,-79.0,-77.0,-85.0,1.6,10.5
-89.0,-79.0,-77.0,-86.0,1.6,10.5
-89.0,-79.0,-77.0,-85.0,1.6,10.5
-89.0,-79.0,-77.0,-86.0,1.6,10.5
-89.0,-79.0,-77.0,-85.0,1.6,10.5
-89.0,-79.0,-77.0,-86.0,1.6,10.5
-89.0,-79.0,-77.0,-85.0,1.6,10.5
-89.0,-79.0,-77.0,-86.0,1.6,10.5
-89.0,-79.0,-77.0,-86.0,1.6,10.5
-89.0,-79.0,-77.0,-85.0,1.6,10.5
-89.0,-79.0,-77.0,-86.0,1.6,10.5
-89.0,-79.0,-77.0,-85.0,1.6,10.5
-89.0,-79.0,-77.0,-85.0,1.6,10.5
-89.0,-79.0,-77.0,-86.0,1.6,10.5
-89.0,-79.0,-77.0,-86.0,1.6,10.5
-89.0,-79.0,-77.0,-86.0,1.6,10.5
-89.0,-90.0,-77.0,-86.0,1.6,10.5
-89.0,-90.0,-72.0,-86.0,1.6,10.5
-89.0,-79.84615384615384,-72.0,-85.0,1.6,10.5
-89.0,-79.84615384615384,-71.0,-86.0,1.6,10.5
-89.0,-79.84615384615384,-72.0,-86.0,1.6,10.5
-89.0,-79.84615384615384,-72.0,-86.0,1.6,10.5
-89.0,-79.84615384615384,-71.0,-85.0,1.6,10.5
-89.0,-79.84615384615384,-72.0,-85.0,1.6,10.5
-89.0,-79.84615384615384,-71.0,-86.0,1.6,10.5
-89.0,-79.84615384615384,-71.0,-85.0,1.6,10.5
-89.0,-79.84615384615384,-72.0,-86.0,1.6,10.5
-90.0,-82.0,-76.0,-80.0,1.6,11.5
-90.0,-83.0,-76.0,-80.0,1.6,11.5
-90.0,-83.0,-76.0,-80.0,1.6,11.5
-90.0,-83.0,-76.0,-80.0,1.6,11.5
-90.0,-82.0,-77.0,-80.0,1.6,11.5
-90.0,-83.0,-76.0,-80.0,1.6,11.5
-90.0,-84.0,-76.0,-80.0,1.6,11.5
-90.0,-84.0,-76.0,-80.0,1.6,11.5
-90.0,-84.0,-76.0,-80.0,1.6,11.5
-90.0,-84.0,-76.0,-80.0,1.6,11.5
-90.0,-84.0,-76.0,-80.0,1.6,11.5
