-76.0,-64.0,-61.0,-75.0,1.6,10.5
-76.0,-64.0,-61.0,-76.0,1.6,10.5
-76.0,-64.0,-61.0,-76.0,1.6,10.5
-76.0,-64.0,-61.0,-76.0,1.6,10.5
-76.0,-64.0,-61.0,-76.0,1.6,10.5
-75.0,-64.0,-61.0,-75.0,1.6,10.5
-76.0,-64.0,-61.0,-75.0,1.6,10.5
-76.0,-64.0,-61.0,-75.0,1.6,10.5
-70.0,-64.0,-60.0,-75.0,1.6,10.5
-70.0,-64.0,-61.0,-75.0,1.6,10.5
-70.0,-64.0,-61.0,-75.0,1.6,10.5
-70.0,-64.0,-61.0,-75.0,1.6,10.5
-70.0,-71.0,-61.0,-75.0,1.6,10.5
-70.0,-71.0,-61.0,-75.0,1.6,10.5
-70.0,-71.0,-61.0,-75.0,1.6,10.5
-70.0,-71.0,-58.0,-75.0,1.6,10.5
-70.0,-71.0,-58.0,-76.0,1.6,10.5
-70.0,-71.0,-58.0,-75.0,1.6,10.5
-70.0,-71.0,-58.0,-67.0,1.6,10.5
-70.0,-71.0,-58.0,-67.0,1.6,10.5
-70.0,-71.0,-58.0,-67.0,1.6,10.5
-70.0,-71.0,-58.0,-67.0,1.6,10.5
-70.0,-71.0,-58.0,-67.0,1.6,10.5
-70.0,-71.0,-58.0,-67.0,1.6,10.5
-70.0,-71.0,-58.0,-68.0,1.6,10.5
-70.0,-71.0,-58.0,-67.0,1.6,10.5
-70.0,-71.0,-58.0,-66.0,1.6,10.5
-70.0,-71.0,-58.0,-67.0,1.6,10.5
-70.0,-71.0,-58.0,-66.0,1.6,10.5
-70.0,-71.0,-58.0,-66.0,1.6,10.5
-70.0,-71.0,-58.0,-67.0,1.6,10.5
-70.0,-71.0,-58.0,-67.0,1.6,10.5
-70.0,-71.0,-57.0,-67.0,1.6,10.5
-70.0,-71.0,-58.0,-67.0,1.6,10.5
-70.0,-71.0,-58.0,-67.0,1.6,10.5
-75.0,-65.0,-59.0,-87.0,1.6,11.5
-75.0,-65.0,-60.0,-87.0,1.6,11.5
-75.0,-65.0,-59.0,-88.0,1.6,11.5
-75.0,-65.0,-59.0,-88.0,1.6,11.5
-75.0,-65.0,-59.0,-88.0,1.6,11.5
-75.0,-65.0,-59.0,-88.0,1.6,11.5
-75.0,-65.0,-60.0,-87.0,1.6,11.5
-74.0,-65.0,-59.0,-87.0,1.6,11.5
-74.0,-65.0,-59.0,-69.0,1.6,11.5
-74.0,-65.0,-60.0,-69.0,1.6,11.5
-74.0,-66.0,-59.0,-68.0,1.6,11.5
-75.0,-65.0,-60.0,-69.0,1.6,11.5
-75.0,-65.0,-60.0,-68.0,1.6,11.5
-74.0,-65.0,-57.0,-68.0,1.6,11.5
-74.0,-65.0,-57.0,-69.0,1.6,11.5
-73.0,-65.0,-57.0,-69.0,1.6,11.5
-73.0,-65.0,-57.0,-69.0,1.6,11.5
-73.0,-65.0,-57.0,-68.0,1.6,11.5
-73.0,-65.0,-57.0,-68.0,1.6,11.5
-73.0,-64.0,-57.0,-68.0,1.6,11.5
-73.0,-65.0,-57.0,-68.0,1.6,11.5
-73.0,-65.0,-57.0,-69.0,1.6,11.5
-73.0,-65.0,-57.0,-69.0,1.6,11.5
-73.0,-64.0,-57.0,-69.0,1.6,11.5
-73.0,-64.0,-57.0,-69.0,1.6,11.5
-73.0,-65.0,-57.0,-69.0,1.6,11.5
-73.0,-65.0,-57.0,-69.0,1.6,11.5
-73.0,-64.0,-57.0,-69.0,1.6,11.5
-73.0,-64.0,-57.0,-68.0,1.6,11.5
-73.0,-64.0,-57.0,-69.0,1.6,11.5
-73.0,-65.0,-57.0,-69.0,1.6,11.5
-73.0,-64.0,-57.0,-69.0,1.6,11.5
-73.0,-65.0,-57.0,-68.0,1.6,11.5
-73.0,-65.0,-57.0,-69.0,1.6,11.5
-73.0,-65.0,-57.0,-69.0,1.6,11.5
-77.0,-68.0,-70.0,-61.0,1.6,12.5
-78.0,-68.0,-71.0,-61.0,1.6,12.5
-78.0,-68.0,-71.0,-61.0,1.6,12.5
-79.0,-69.0,-71.0,-61.0,1.6,12.5
-75.0,-69.0,-73.0,-61.0,1.6,12.5
-75.0,-69.0,-76.0,-61.0,1.6,12.5
-76.0,-69.0,-76.0,-61.0,1.6,12.5
-78.0,-69.0,-75.0,-61.0,1.6,12.5
-79.0,-69.0,-75.0,-61.0,1.6,12.5
-79.0,-68.0,-78.0,-60.0,1.6,12.5
-79.0,-67.0,-74.0,-59.0,1.6,12.5
-78.0,-67.0,-72.0,-60.0,1.6,12.5
-78.0,-67.0,-69.0,-60.0,1.6,12.5
-68.0,-68.0,-69.0,-60.0,1.6,12.5
-68.0,-67.0,-69.0,-59.0,1.6,12.5
-68.0,-70.0,-70.0,-59.0,1.6,12.5
-68.0,-70.0,-62.0,-59.0,1.6,12.5
-68.0,-70.0,-63.0,-58.0,1.6,12.5
-68.0,-70.0,-60.0,-59.0,1.6,12.5
-68.0,-70.0,-60.0,-59.0,1.6,12.5
-68.0,-70.0,-60.0,-58.0,1.6,12.5
-68.0,-71.0,-60.0,-59.0,1.6,12.5
-68.0,-70.0,-60.0,-59.0,1.6,12.5
-68.0,-70.0,-60.0,-59.0,1.6,12.5
-68.0,-70.0,-60.0,-59.0,1.6,12.5
-68.0,-70.0,-60.0,-59.0,1.6,12.5
-68.0,-70.0,-60.0,-59.0,1.6,12.5
-68.0,-70.0,-60.0,-58.0,1.6,12.5
-68.0,-70.0,-60.0,-59.0,1.6,12.5
-68.0,-70.0,-60.0,-59.0,1.6,12.5
-68.0,-70.0,-63.0,-58.0,1.6,12.5
-68.0,-70.0,-60.0,-58.0,1.6,12.5
-71.90625,-70.0,-60.0,-58.0,1.6,12.5
-71.90625,-70.0,-60.0,-59.0,1.6,12.5
-71.90625,-70.0,-63.0,-59.0,1.6,12.5
-78.0,-75.0,-71.0,-55.0,1.6,13.5
-77.0,-75.0,-71.0,-55.0,1.6,13.5
-77.0,-75.0,-71.0,-55.0,1.6,13.5
-78.0,-75.0,-71.0,-55.0,1.6,13.5
-77.0,-75.0,-71.0,-55.0,1.6,13.5
-77.0,-75.0,-71.0,-55.0,1.6,13.5
-77.0,-75.0,-71.0,-55.0,1.6,13.5
-77.0,-75.0,-71.0,-55.0,1.6,13.5
-77.0,-75.0,-71.0,-55.0,1.6,13.5
-78.0,-75.0,-71.0,-55.0,1.6,13.5
-78.0,-75.0,-71.0,-55.0,1.6,13.5
-79.0,-75.0,-71.0,-55.0,1.6,13.5
