-62.0,-58.0,-51.0,-65.0,1.6,10.5
-62.0,-58.0,-51.0,-65.0,1.6,10.5
-62.0,-58.0,-51.0,-65.0,1.6,10.5
-62.0,-58.0,-51.0,-65.0,1.6,10.5
-63.0,-58.0,-51.0,-65.0,1.6,10.5
-62.0,-58.0,-51.0,-65.0,1.6,10.5
-62.0,-58.0,-51.0,-66.0,1.6,10.5
-62.0,-58.0,-51.0,-66.0,1.6,10.5
-62.0,-58.0,-51.0,-65.0,1.6,10.5
-63.0,-58.0,-51.0,-65.0,1.6,10.5
-62.0,-58.0,-51.0,-65.0,1.6,10.5
-62.0,-58.0,-51.0,-65.0,1.6,10.5
-62.0,-58.0,-51.0,-65.0,1.6,10.5
-62.0,-58.0,-51.0,-65.0,1.6,10.5
-62.0,-58.0,-47.0,-61.0,1.6,10.5
-62.0,-58.0,-47.0,-61.0,1.6,10.5
-62.0,-58.0,-47.0,-61.0,1.6,10.5
-62.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-64.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-63.0,-65.0,-47.0,-61.0,1.6,10.5
-69.0,-58.0,-50.0,-57.0,1.6,11.5
-69.0,-58.0,-50.0,-57.0,1.6,11.5
-69.0,-58.0,-50.0,-57.0,1.6,11.5
-69.0,-58.0,-50.0,-57.0,1.6,11.5
-69.0,-58.0,-50.0,-57.0,1.6,11.5
-69.0,-58.0,-50.0,-57.0,1.6,11.5
-69.0,-58.0,-50.0,-57.0,1.6,11.5
-69.0,-58.0,-50.0,-57.0,1.6,11.5
-69.0,-58.0,-50.0,-57.0,1.6,11.5
-69.0,-58.0,-50.0,-57.0,1.6,11.5
-69.0,-58.0,-50.0,-57.0,1.6,11.5
-70.0,-57.0,-50.0,-62.0,1.6,11.5
-61.0,-58.0,-50.0,-62.0,1.6,11.5
-61.0,-58.0,-57.0,-62.0,1.6,11.5
-61.0,-58.0,-57.0,-62.0,1.6,11.5
-61.0,-58.0,-57.0,-62.0,1.6,11.5
-61.0,-58.0,-57.0,-62.0,1.6,11.5
-61.0,-57.0,-57.0,-62.0,1.6,11.5
-69.0,-57.0,-57.0,-57.0,1.6,11.5
-69.0,-57.0,-50.0,-57.0,1.6,11.5
-69.0,-57.0,-50.0,-57.0,1.6,11.5
-71.0,-57.0,-50.0,-57.0,1.6,11.5
-68.0,-57.0,-50.0,-57.0,1.6,11.5
